"CO_NCM";"CO_SH6";"NO_NCM_POR";"NO_NCM_ING"
"87044100";"870441";"Outros veículos automóveis para transporte de mercadorias, equipados para propulsão, simultaneamente, com motor de pistão de ignição por compressão (diesel ou semidiesel) e motor elétrico, de peso em carga máxima (bruto) não superior a 5 toneladas";"Other motor vehicles for the transport of goods, equipped for propulsion simultaneously with compression-ignition piston engine (diesel or semi-diesel) and electric motor, with a maximum gross weight not exceeding 5 tonnes"
"29349200";"293492";"Outras fentanilas e seus derivados";"Other phentanyls and their derivatives"
"85177190";"851771";"Outras antenas exceto para telefones celulares";"Other antennas except.for used in cellular telephone"
"85177900";"851779";"Outras partes de aparelhos telefônicos, incluindo smartphones e aparelhos para redes celulares ou redes sem fio";"
Other parts of telephone sets, including smartphones and handsets for cellular networks or wireless networks"
"85229000";"852290";"Outras partes e acessórios reconhecíveis como sendo exclusiva ou principalmente destinados aos aparelhos das posições 85.19 ou 85.21, não classificadas em códigos anteriores";"Other parts and accessories suitable for use solely or principally with the apparatus of heading 85.19 or 85.21, not classified under previous codes"
"85241100";"852411";"Módulos de visualização de tela (ecrã) plana, mesmo que incorporem telas sensíveis ao toque (ecrãs tácteis), sem controladores (drivers) nem circuitos de controle, de cristais líquidos";"Liquid crystal flat panel display modules, whether or not incorporating touch screen displays, without drivers or control circuits"
"85241200";"852412";"Módulos de visualização de tela (ecrã) plana, mesmo que incorporem telas sensíveis ao toque (ecrãs tácteis), sem controladores (drivers) nem circuitos de controle, de diodos emissores de luz orgânicos (OLED)";"Flat panel display modules, whether or not incorporating touch screen displays, without drivers or control circuits, of organic light-emitting diodes (OLEDs)"
"29032910";"290329";"Hexaclorobutadieno";"Hexachlorobutadiene"
"85249200";"852492";"Outros módulos de visualização de tela (ecrã) plana, mesmo que incorporem telas sensíveis ao toque (ecrãs tácteis), de diodos emissores de luz orgânicos (OLED)";"Other flat panel display modules, whether or not incorporating organic light emitting diode (OLED) touch screens"
"85258100";"852581";"Câmeras de televisão, câmeras fotográficas digitais e câmeras de vídeo ultrarrápidas, mencionadas na Nota de subposições 1 do presente Capítulo";"Television cameras, digital cameras and ultra-fast video cameras of subheading note 1 to this chapter"
"85258200";"852582";"Outras câmeras de televisão, câmeras fotográficas digitais e câmeras de vídeo, resistentes à radiação, mencionadas na Nota de subposições 2 do presente Capítulo";"Other television cameras, digital cameras and video cameras, radiation resistant, specified in subheading note 2 to this chapter "
"85258300";"852583";"Outras câmeras de televisão, câmeras fotográficas digitais e câmeras de vídeo, de visão noturna, mencionadas na Nota de subposições 3 do presente Capítulo";"Other television cameras, digital cameras and video cameras, night vision cameras of subheading note 3 to this chapter"
"8029100";"80291";"Pinhões, com casca";"Pine nuts, in shell"
"15094000";"150940";"Outros azeites de oliva (oliveira) virgens";"Other virgin olive oils"
"28444400";"284444";"Resíduos radioativos";"Radioactive waste"
"85141100";"851411";"Prensas isostáticas a quente";"Hot isostatic presses"
"30024910";"300249";"Antitoxinas de origem microbiana";"Anti-toxins of microbial origin"
"29314913";"293149";"Etidronato dissódico";"Etidronate disodium"
"30024210";"300242";"Vacina veterinária, contra a raiva";"Veterinary vaccines, against rabies"
"30024220";"300242";"Vacina veterinária, contra a coccidiose";"Veterinary vaccines, agaisnt coccidiosis"
"38221930";"382219";"Reagentes de origem microbiana para diagnóstico";"Diagnostic reagents of microbial origin"
"38248900";"382489";"Mercadorias mencionadas na Nota de subposições 3 do presente Capítulo, que contenham parafinas cloradas de cadeia curta";"Goods containing short-chain chlorinated paraffins"
"88069200";"880692";"Outros veículos aéreos (aeronaves) não tripulados, de peso máximo de decolagem superior a 250 g, mas não superior a 7 kg";"Other unmanned aerial vehicles (aircraft), of a maximum take-off weight exceeding 250 g, but not exceeding 7 kg"
"88069400";"880694";"Outros veículos aéreos (aeronaves) não tripulados, de peso máximo de decolagem superior a 25 kg, mas não superior a 150 kg";"Other unmanned aerial vehicles (aircraft), of a maximum take-off weight exceeding 25 kg, but not exceeding 150 kg"
"81039100";"810391";"Cadinhos de tântalo";"Tantalum crucibles"
"39072942";"390729";"Copolímeros de óxido de etileno";"Copolymers of ethylene oxide"
"84193400";"841934";"Outros secadores, para produtos agrícolas";"Other dryers, for agricultural products"
"44188100";"441881";"Madeira laminada (lamelada) colada (glulam ou MLC)";"Glued laminated timber (glulam or MLC)"
"29036920";"290369";"Iodofórmio";"Iodoform"
"30024260";"300242";"Vacina veterinária, contra a febre aftosa";"Veterinary vaccines, against foot-and-mouth"
"88062900";"880629";"Outros veículos aéreos (aeronaves) não tripulados, concebidos unicamente para serem pilotados remotamente, não classificados em códigos anteriores";"Other unmanned aerial vehicles (aircraft), designed solely for being piloted remotely, not classified under previous codes"
"44034200";"440342";"Madeira em bruto, mesmo descascada, desalburnada ou esquadriada, de teca";"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared, of teak"
"86040000";"860400";"Veículos para inspeção/manutenção de vias férreas/semelhantes";"Vehicles f/inspection/maintenance of railway/similar"
"86040010";"860400";"Veículos para inspeção e manutenção de vias férreas ou semelhantes, autopropulsados, equipados com batedores de balastro e alinhadores de vias férreas";"Self-propelled vehicles,ballast tampers,railway alig."
"90061090";"900610";"Outras câmeras fotográficas para preparação de clichês/cilindros impressão";"Outras cameras fotog p/ prep cliches/cilindros impressa"
"90062000";"900620";"Aparelhos fotográficos para registro de documentos em microfilmes, etc";"Photog.cameras f/recording documents on microfilm,etc"
"90063000";"900630";"Câmeras fotográficas especialmente concebidas para fotografia submarina ou aérea, para exame médico de órgãos internos ou para laboratórios de medicina legal ou de investigação judicial";"Phot.cam.designed f/a kind used f/underwater,aerial,etc"
"90064000";"900640";"Câmeras fotográficas para filmes de revelação e copiagem instantâneas";"Instant print photographic cameras"
"90065100";"900651";"Outras câmeras fotográficas, com visor de reflexão através da objetiva (reflex), para filmes em rolos de largura não superior a 35 mm";"Phot.cam.with through-the-lens view.f/roll film,w<=35mm"
"90065200";"900652";"Outros aparelhos fotográficos, para filmes, em rolos, largura < 35 mm";"Other photographic cameras f/roll film,w<35mm"
"85183000";"851830";"Fones de ouvido, mesmo combinados com um microfone, e conjuntos ou sortidos constituídos por um microfone e um ou mais alto-falantes (altifalantes)";"Earphones, including with microphones"
"85184000";"851840";"Amplificadores elétricos de audiofrequência";"Audio-frequency electric amplifiers"
"85185000";"851850";"Aparelhos elétricos de amplificação de som";"Electric sound amplifier sets"
"85189010";"851890";"Partes de alto-falantes";"Parts of loudspeakers"
"85189090";"851890";"Partes de microfones, fones de ouvido, amplificadores, etc";"Parts of microphones, earphones, amplifiers, etc"
"85322490";"853224";"Outros condensadores fixos, com dielétrico de cerâmica, de camadas múltiplas";"Oth.fixed capacitors with ceram.dielectric"
"85322510";"853225";"Condensadores fixos com dielétrico de papel ou de plásticos, próprios para montagem em superfície (SMD - Surface Mounted Device)";"Fixed capacit.with diel.paper/plast.f/surf.moun.device"
"85322590";"853225";"Outros condensadores fixos com dielétrico de papel ou de plásticos";"Other fixed capacit.with dielec.paper/plastic"
"85322910";"853229";"Outros condensadores fixos elétricos para montagem em superfície";"Oth.elec.capacitors, fixed, f/surf.moun.device"
"85322990";"853229";"Outros condensadores fixos elétricos";"Other electrical capacitors, fixed"
"85323010";"853230";"Condensadores variáveis ou ajustáveis, próprios para montagem em superfície (SMD - Surface Mounted Device), elétricos";"Electr.capacit., variable/adjustable f/surf.moun.device"
"85323090";"853230";"Outros condensadores variáveis ou ajustáveis, elétricos";"Other electrical capacitors, variable/adjustable"
"85329000";"853290";"Partes de condensadores elétricos fixos, variáveis ou ajustáveis";"Parts of electric.capacitors, fixed/variable/adjustable"
"85493900";"854939";"Outros desperdícios e resíduos, e sucatas, de montagens elétricas e eletrônicas e placas de circuitos impressos, não classificados em códigos anteriores";"Other waste and scrap from electrical and electronic assemblies and printed circuit boards not classified under previous codes"
"95082110";"950821";"Montanha-russa com percurso superior ou igual a 300 m";"Roller coaster with a course of 300 m or more"
"95082300";"950823";"Carrinhos de choque (bate-bate)";"Bumper cars"
"29329600";"293296";"Carbofurano (ISO)";"Carbofuran"
"71049100";"710491";"Outros diamantes sintéticos/reconstituídos, não classificados em códigos anteriores";"Other synthetic/reconstituted diamonds, not classified under previous codes"
"97053900";"970539";" Outras coleções e peças de coleção que apresentem um interesse numismático, não classificados em códigos anteriores";" Other collections and collectors' pieces of numismatic interest, not classified under previous codes"
"44192000";"441920";"Outros artigos para mesa ou cozinha, de madeira tropical";"Other tableware and kitchenware, of tropical wood"
"30024113";"300241";"Vacina contra a hepatite B, exceto em doses";"Vaccines against hepatitis b, except in doses"
"30024126";"300241";"Vacina contra rubéola, sarampo e caxumba, em doses";"Vaccines against rubella, measles, mumps, in doses"
"81092900";"810929";"Outros zircônios em formas brutas, não classificados em códigos anteriores";"Other unwrought zirconium, not classified under former codes"
"87149690";"871496";"Outros pedais e suas partes";"Other pedals and parts thereof"
"30024116";"300241";"Vacina contra a rubéola, sarampo e caxumba (tríplice), exceto em doses";"Vaccines against rubella, measles, mumps, except in doses"
"38276400";"382764";"Outras misturas que contenham outros hidrofluorcarbonetos (HFC), mas que não contenham clorofluorcarbonetos (CFC) ou hidroclorofluorcarbonetos (HCFC), não mencionadas nas subposições acima, que contenham, em massa, 30 % ou mais de 1,1,1,2-tetrafluoroetano (HFC-134a), mas que não contenham derivados fluorados não saturados dos hidrocarbonetos acíclicos (HFO)";"Other mixtures containing other hydrofluorocarbons (HFCs), but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs), other than those specified in the subheadings above, containing by weight 30 % or more of 1,1,1,2-tetrafluoroethane (HFC-134a), but not containing unsaturated fluorinated derivatives of acyclic hydrocarbons (HFOs)"
"89031100";"890311";"Barcos infláveis, mesmo com casco rígido, equipados com um motor ou concebidos para comportá-lo, de peso vazio (sem carga) sem motor não superior a 100 kg";"Inflatable boats, whether or not rigid-hulled, fitted with or designed to be fitted with a motor, of an unladen weight (without load) not exceeding 100 kg"
"85235900";"852359";"Outros suportes de semicondutores";"Other semiconductor brackets"
"93040090";"930400";"Outras armas (por exemplo, espingardas, carabinas e pistolas, de mola, de ar comprimido ou de gás, cassetetes), exceto as da posição 93.07";"Oth.arms (shotguns/carbines/pistols /truncheons)"
"93069090";"930690";"Outras bombas, granadas, outras munições e projéteis e suas partes";"Other bombs,grenades,oth.munitions of war and parts thereof"
"95089042";"950890";"Simuladores de movimentos e cinemas dinâmicos";"Motion simulators and dynamic cinemas"
"85285910";"852859";"Outros monitores monocromáticos";"Other monochrome monitors"
"85285920";"852859";"Outros monitores policromáticos";"Other monitors polychromatic"
"85286100";"852861";"Projetores, dos tipos exclusiva ou principalmente utilizados num sistema automático para processamento de dados da posição 84.71";"Other input/output units for data proc.mach."
"85286900";"852869";"Outros projetores de vídeo";"Other vídeo projectors"
"85286910";"852869";"Projetores, com tecnologia de dispositivo digital de microespelhos (DMD - Digital Micromirror Device)";"With technology dmd (digital micromirror device)"
"85286990";"852869";"Outros projetores";"Other projectors"
"85287111";"852871";"Receptor-decodificador integrado (IRD) de sinais digitalizados de vídeo codificados,sem saída de RF modulada nos canais 3 ou 4,com saídas de áudio balanceadas com impedância de 600 Ohms, próprio para montagem em racks e com saída de vídeo com conector BNC";"Other integ.dec.rec., without radiofreq.output, with audio input"
